datum;nkp;rlm;slp
2021-06-19 00:00:00,000;2016181,576;1828599,34;187582,236
2021-06-20 00:00:00,000;1913948,796;1719465,386;194483,41
2021-06-21 00:00:00,000;1681128,201;1485407,065;195721,136
2021-06-22 00:00:00,000;2321132,803;2102313,273;218819,53
2021-06-23 00:00:00,000;2747412,931;2500033,132;247379,799
2021-06-24 00:00:00,000;1786206,35;1540608,897;245597,453
2021-06-25 00:00:00,000;2211999,923;1990935,082;221064,841
2021-06-26 00:00:00,000;2197557,296;1980231,105;217326,191
2021-06-27 00:00:00,000;693489,273;478579,133;214910,14
2021-06-28 00:00:00,000;725270,318;509855,134;215415,184
2021-06-29 00:00:00,000;733567,587;511908,692;221658,895
2021-06-30 00:00:00,000;769252,34;513313,941;255938,399
2021-07-01 00:00:00,000;893988,797;596792,416;297196,381
2021-07-02 00:00:00,000;794467,273;550416,734;244050,539
2021-07-03 00:00:00,000;672875,609;443752,624;229122,985
2021-07-04 00:00:00,000;674709,198;451604,019;223105,179
2021-07-05 00:00:00,000;601016,497;377159,142;223857,355
2021-07-06 00:00:00,000;603133,702;387699,212;215434,49
2021-07-07 00:00:00,000;649993,605;420048,728;229944,877
2021-07-08 00:00:00,000;675601,33;440738,589;234862,741
2021-07-09 00:00:00,000;707361,813;418883,657;288478,156
2021-07-10 00:00:00,000;607978,438;359501,563;248476,875
2021-07-11 00:00:00,000;573749,767;343797,024;229952,743
2021-07-12 00:00:00,000;611930,442;391552,688;220377,754
2021-07-13 00:00:00,000;623932,243;414291,493;209640,75
2021-07-14 00:00:00,000;728925,088;514151,654;214773,434
2021-07-15 00:00:00,000;720429,764;516439,484;203990,28
2021-07-16 00:00:00,000;711551,835;519470,345;192081,49
2021-07-17 00:00:00,000;701349,06;502367,457;198981,603
2021-07-18 00:00:00,000;717123,088;513354,836;203768,252
2021-07-19 00:00:00,000;933987,905;712279,516;221708,389
2021-07-20 00:00:00,000;904579,568;670839,44;233740,128
2021-07-21 00:00:00,000;1048047,86;823100,954;224946,906
2021-07-22 00:00:00,000;2236883,221;2012102,76;224780,461
2021-07-23 00:00:00,000;2043343,934;1820810,417;222533,517
2021-07-24 00:00:00,000;2248005,666;2048614,47;199391,196
2021-07-25 00:00:00,000;2118776,978;1913687,207;205089,771
2021-07-26 00:00:00,000;2175064,821;1976497,302;198567,519
2021-07-27 00:00:00,000;753109,669;556835,263;196274,406
2021-07-28 00:00:00,000;828309,836;624359,204;203950,632
2021-07-29 00:00:00,000;1749980,767;1538506,166;211474,601
2021-07-30 00:00:00,000;1939264,847;1727516,046;211748,801
2021-07-31 00:00:00,000;1773220,439;1558807,166;214413,273
2021-08-01 00:00:00,000;1927478,612;1692119,971;235358,641
2021-08-02 00:00:00,000;1942113,36;1687957,255;254156,105
2021-08-03 00:00:00,000;1935395,353;1689311,835;246083,518
2021-08-04 00:00:00,000;1931735,933;1686543,285;245192,648
2021-08-05 00:00:00,000;1855416,362;1606645,785;248770,577
2021-08-06 00:00:00,000;2387644,191;2147462,23;240181,961
2021-08-07 00:00:00,000;1925439,449;1695108,319;230331,13
2021-08-08 00:00:00,000;2017565,956;1770036,077;247529,879
2021-08-09 00:00:00,000;1415220,585;1166526,814;248693,771
2021-08-10 00:00:00,000;2249180,337;1999301,646;249878,691
2021-08-11 00:00:00,000;2201828,118;1944088,269;257739,849
2021-08-12 00:00:00,000;1824345,707;1597645,148;226700,559
2021-08-13 00:00:00,000;2156392,605;1944784,918;211607,687
2021-08-14 00:00:00,000;1912071,16;1710348,494;201722,666
2021-08-15 00:00:00,000;2041505,77;1827676,772;213828,998
2021-08-16 00:00:00,000;2087531,025;1852565,466;234965,559
2021-08-17 00:00:00,000;975185,121;692884,124;282300,997
2021-08-18 00:00:00,000;1158620,671;881398,138;277222,533
2021-08-19 00:00:00,000;1989563,906;1727457,207;262106,699
2021-08-20 00:00:00,000;2101402,622;1845687,248;255715,374
2021-08-21 00:00:00,000;1901340,885;1667024,304;234316,581
2021-08-22 00:00:00,000;2174183,954;1911973,698;262210,256
2021-08-23 00:00:00,000;2226344,387;1938336,66;288007,727
2021-08-24 00:00:00,000;2248208,59;1945268,845;302939,745
2021-08-25 00:00:00,000;1163919,86;850862,388;313057,472
2021-08-26 00:00:00,000;2336491,825;1977264,164;359227,661
2021-08-27 00:00:00,000;2451700,475;2096091,118;355609,357
2021-08-28 00:00:00,000;2536652,97;2194137,875;342515,095
2021-08-29 00:00:00,000;2387532,903;2017549,995;369982,908
2021-08-30 00:00:00,000;2399876,781;2006600,664;393276,117
2021-08-31 00:00:00,000;2358106,283;1978761,897;379344,386
2021-09-01 00:00:00,000;2619346,822;2258721,237;360625,585
2021-09-02 00:00:00,000;2410572,563;2022023,716;388548,847
2021-09-03 00:00:00,000;2566541,882;2233412,151;333129,731
2021-09-04 00:00:00,000;2552847,322;2182423,232;370424,09
2021-09-05 00:00:00,000;2647627,119;2279902,38;367724,739
2021-09-06 00:00:00,000;2373513,688;2041460,58;332053,108
2021-09-07 00:00:00,000;2395193,702;2080442,827;314750,875
2021-09-08 00:00:00,000;2671700,696;2368660,247;303040,449
2021-09-09 00:00:00,000;2204068,152;1932883,128;271185,024
2021-09-10 00:00:00,000;2396373,296;2159709,472;236663,824
2021-09-11 00:00:00,000;2465019,845;2227720,83;237299,015
2021-09-12 00:00:00,000;2542906,825;2260975,343;281931,482
2021-09-13 00:00:00,000;1895574,677;1568835,525;326739,152
2021-09-14 00:00:00,000;1281758,687;987427,368;294331,319
2021-09-15 00:00:00,000;1262046,106;960835,927;301210,179
2021-09-16 00:00:00,000;2281590,435;1971491,614;310098,821
2021-09-17 00:00:00,000;2504733,068;2135411,444;369321,624
2021-09-18 00:00:00,000;2348804,166;1926153,615;422650,551
2021-09-19 00:00:00,000;2534901,062;2021564,863;513336,199
2021-09-20 00:00:00,000;3191286,999;2612869,598;578417,401
2021-09-21 00:00:00,000;2900970,712;2292482,704;608488,008
2021-09-22 00:00:00,000;2794717,875;2231715,625;563002,25
2021-09-23 00:00:00,000;2305379,885;1768406,631;536973,254
2021-09-24 00:00:00,000;2545009,599;2003775,841;541233,758
2021-09-25 00:00:00,000;2462559,78;2044793,975;417765,805
2021-09-26 00:00:00,000;2332576,403;1962244,72;370331,683
2021-09-27 00:00:00,000;2402752,337;2034524,492;368227,845
2021-09-28 00:00:00,000;2431708,248;1996659,164;435049,084
2021-09-29 00:00:00,000;3123112,195;2549086,145;574026,05
2021-09-30 00:00:00,000;2740852,973;2071435,185;669417,788
2021-10-01 00:00:00,000;2943146,199;2304590,446;638555,753
2021-10-02 00:00:00,000;2815046,787;2258914,951;556131,836
2021-10-03 00:00:00,000;2712210,015;2224456,308;487753,707
2021-10-04 00:00:00,000;2815307,143;2199898,74;615408,403
2021-10-05 00:00:00,000;3039453,981;2281664,637;757789,344
2021-10-06 00:00:00,000;3218471,312;2493240,813;725230,499
2021-10-07 00:00:00,000;3273275,11;2484825,806;788449,304
2021-10-08 00:00:00,000;3316565,983;2481413,639;835152,344
2021-10-09 00:00:00,000;3588530,325;2655036,84;933493,485
2021-10-10 00:00:00,000;3702840,583;2616706,389;1086134,194
2021-10-11 00:00:00,000;3839428,249;2748260,62;1091167,629
2021-10-12 00:00:00,000;3916921,601;2788481,795;1128439,806
2021-10-13 00:00:00,000;3272383,241;2097232,711;1175150,53
2021-10-14 00:00:00,000;3275354,217;2213940,862;1061413,355
2021-10-15 00:00:00,000;3960690,574;2887671,208;1073019,366
2021-10-16 00:00:00,000;3820503,578;2705827,513;1114676,065
2021-10-17 00:00:00,000;3677847,812;2542619,192;1135228,62
2021-10-18 00:00:00,000;3703049,584;2683755,447;1019294,137
2021-10-19 00:00:00,000;3662255,698;2730582,162;931673,536
2021-10-20 00:00:00,000;3302562,904;2532630,894;769932,01
2021-10-21 00:00:00,000;3313616,354;2362062,423;951553,931
2021-10-22 00:00:00,000;4155981,433;2899459,659;1256521,774
2021-10-23 00:00:00,000;4079748,456;2834843,647;1244904,809
2021-10-24 00:00:00,000;4366510,025;3093076,309;1273433,716
2021-10-25 00:00:00,000;4641963,661;5077135,222;-435171,561
2021-10-26 00:00:00,000;3994228,142;4348902,794;-354674,652
2021-10-27 00:00:00,000;3830714,702;2713959,711;1116754,991
2021-10-28 00:00:00,000;3622703,943;2516024,823;1106679,12
2021-10-29 00:00:00,000;4122246,649;2964334,845;1157911,804
2021-10-30 00:00:00,000;3761787,291;2687438,657;1074348,634
2021-10-31 00:00:00,000;3510795,859;2578885,462;931910,397
2021-11-01 00:00:00,000;3788107,293;2686378,488;1101728,805
2021-11-02 00:00:00,000;4007608,224;2849358,768;1158249,456
2021-11-03 00:00:00,000;4386104,868;3088529,143;1297575,725
2021-11-04 00:00:00,000;4260890,684;2832826,856;1428063,828
2021-11-05 00:00:00,000;4387782,374;3028883,722;1358898,652
2021-11-06 00:00:00,000;4473322,857;3187383,873;1285938,984
2021-11-07 00:00:00,000;4179615,713;2830916,626;1348699,087
2021-11-08 00:00:00,000;4355789,443;3035775,053;1320014,39
2021-11-09 00:00:00,000;4392044,394;3023741,249;1368303,145
2021-11-10 00:00:00,000;4856598,953;3300809,943;1555789,01
2021-11-11 00:00:00,000;4532607,415;2936753,614;1595853,801
2021-11-12 00:00:00,000;4487277,434;2995489,24;1491788,194
2021-11-13 00:00:00,000;4613219,832;3211312,622;1401907,21
2021-11-14 00:00:00,000;4404000,55;2925133,755;1478866,795
2021-11-15 00:00:00,000;4882174,486;3262904,008;1619270,478
2021-11-16 00:00:00,000;4797961,481;3166343,777;1631617,704
2021-11-17 00:00:00,000;4940607,747;3267239,237;1673368,51
2021-11-18 00:00:00,000;4357498,447;2841037,666;1516460,781
2021-11-19 00:00:00,000;4166648,144;2896455,078;1270193,066
2021-11-20 00:00:00,000;4167678,033;2964048,262;1203629,771
2021-11-21 00:00:00,000;4203495,376;2795727,847;1407767,529
2021-11-22 00:00:00,000;5046430,653;3325271,178;1721159,475
2021-11-23 00:00:00,000;4705198,329;3032498,627;1672699,702
2021-11-24 00:00:00,000;4873922,538;3307410,943;1566511,595
2021-11-25 00:00:00,000;4934193,117;3250232,476;1683960,641
2021-11-26 00:00:00,000;5138240,483;3426689,487;1711550,996
2021-11-27 00:00:00,000;4969819,192;3083983,6;1885835,592
2021-11-28 00:00:00,000;5247729,298;3338374,634;1909354,664
2021-11-29 00:00:00,000;5572769,017;3561448,119;2011320,898
2021-11-30 00:00:00,000;5282443,877;3287951,136;1994492,741
2021-12-01 00:00:00,000;4986352,349;3152409,295;1833943,054
2021-12-02 00:00:00,000;5557970,928;3466977,648;2090993,28
2021-12-03 00:00:00,000;5949236,816;3794602,111;2154634,705
2021-12-04 00:00:00,000;5582775,045;3542543,451;2040231,594
2021-12-05 00:00:00,000;5798191,254;3708505,558;2089685,696
2021-12-06 00:00:00,000;5924300,823;3642261,962;2282038,861
2021-12-07 00:00:00,000;5154710,844;2786451,909;2368258,935
2021-12-08 00:00:00,000;5147595,01;2766791,778;2380803,232
2021-12-09 00:00:00,000;5382797,975;2990882,698;2391915,277
2021-12-10 00:00:00,000;5097518,035;2818222,499;2279295,536
2021-12-11 00:00:00,000;4884436,524;2593242,753;2291193,771
2021-12-12 00:00:00,000;4487183,247;2351395,603;2135787,644
2021-12-13 00:00:00,000;4038416,77;2272301,234;1766115,536
2021-12-14 00:00:00,000;5073535,781;3402598,722;1670937,059
2021-12-15 00:00:00,000;4762673,336;3213627,246;1549046,09
2021-12-16 00:00:00,000;4205131,648;2582271,469;1622860,179
2021-12-17 00:00:00,000;4758375,46;3100853,924;1657521,536
2021-12-18 00:00:00,000;4912739,097;3325438,414;1587300,683
2021-12-19 00:00:00,000;5074805,104;3360894,73;1713910,374
2021-12-20 00:00:00,000;5636490,22;3606214,406;2030275,814
2021-12-21 00:00:00,000;5993387,579;3824180,918;2169206,661
2021-12-22 00:00:00,000;6068563,288;3732408,886;2336154,402
2021-12-23 00:00:00,000;5806145,046;3515887,383;2290257,663
2021-12-24 00:00:00,000;4335853,405;2185359,921;2150493,484
2021-12-25 00:00:00,000;5001481,115;2381716,893;2619764,222
2021-12-26 00:00:00,000;5257702,97;2425303,321;2832399,649
2021-12-27 00:00:00,000;5089282,693;2402996,079;2686286,614
2021-12-28 00:00:00,000;4627987,039;2261960,603;2366026,436
2021-12-29 00:00:00,000;4118947,288;2109690,414;2009256,874
2021-12-30 00:00:00,000;3417380,517;1822502,785;1594877,732
2021-12-31 00:00:00,000;2642533,512;1360140,238;1282393,274
2022-01-01 00:00:00,000;2721330,646;1520554,745;1200775,901
2022-01-02 00:00:00,000;3118985,393;1794094,375;1324891,018
2022-01-03 00:00:00,000;4568597,385;3094354,675;1474242,71
2022-01-04 00:00:00,000;4952535,17;3310642,334;1641892,836
2022-01-05 00:00:00,000;5386000,217;3487913,625;1898086,592
2022-01-06 00:00:00,000;5769216,066;3642790,622;2126425,444
2022-01-07 00:00:00,000;6046495,981;3854391,832;2192104,149
2022-01-08 00:00:00,000;5080349,001;2923185,241;2157163,76
2022-01-09 00:00:00,000;5435875,329;3349326,484;2086548,845
2022-01-10 00:00:00,000;5668201,458;3614944,836;2053256,622
2022-01-11 00:00:00,000;6262310,086;3905253,443;2357056,643
2022-01-12 00:00:00,000;6161530,017;3949360,548;2212169,469
2022-01-13 00:00:00,000;5429979,408;3364886,307;2065093,101
2022-01-14 00:00:00,000;5434577,004;3491867,178;1942709,826
2022-01-15 00:00:00,000;5765984,661;3730417,814;2035566,847
2022-01-16 00:00:00,000;5651954,792;3571357,936;2080596,856
2022-01-17 00:00:00,000;6124282,194;4024287,6;2099994,594
2022-01-18 00:00:00,000;5495284,202;3480010,608;2015273,594
2022-01-19 00:00:00,000;5161781,557;3135617,639;2026163,918
2022-01-20 00:00:00,000;5785881,237;3507012,842;2278868,395
2022-01-21 00:00:00,000;5756555,5;3534814,236;2221741,264
2022-01-22 00:00:00,000;5308900,748;3244375,874;2064524,874
2022-01-23 00:00:00,000;5132297,869;3275994,348;1856303,521
2022-01-24 00:00:00,000;5316324,355;3462042,711;1854281,644
2022-01-25 00:00:00,000;5523581,836;3612551,077;1911030,759
2022-01-26 00:00:00,000;5789988,926;3703338,582;2086650,344
2022-01-27 00:00:00,000;5367871,762;3335542,432;2032329,33
2022-01-28 00:00:00,000;5268938,442;3341822,953;1927115,489
2022-01-29 00:00:00,000;5146356,101;3330355,465;1816000,636
2022-01-30 00:00:00,000;4800637,446;2918260,542;1882376,904
2022-01-31 00:00:00,000;5605249,039;3564335,068;2040913,971
2022-02-01 00:00:00,000;5794325,304;3755685,661;2038639,643
2022-02-02 00:00:00,000;5765515,488;3762636,353;2002879,135
2022-02-03 00:00:00,000;5355487,964;3474134,991;1881352,973
2022-02-04 00:00:00,000;5209175,567;3439809,133;1769366,434
2022-02-05 00:00:00,000;4917537,622;3091198,372;1826339,25
2022-02-06 00:00:00,000;4997015,62;3135681,489;1861334,131
2022-02-07 00:00:00,000;5436349,159;3466256,424;1970092,735
2022-02-08 00:00:00,000;5213261,691;3400998,636;1812263,055
2022-02-09 00:00:00,000;5010692,337;3386832,122;1623860,215
2022-02-10 00:00:00,000;4614931,23;2980941,588;1633989,642
2022-02-11 00:00:00,000;5165027,27;3264100,497;1900926,773
2022-02-12 00:00:00,000;5396212,518;3396836,341;1999376,177
2022-02-13 00:00:00,000;5043353,429;3185149,479;1858203,95
2022-02-14 00:00:00,000;4990542,598;3418817,665;1571724,933
2022-02-15 00:00:00,000;4892723,463;3248452,188;1644271,275
2022-02-16 00:00:00,000;5152940,807;3539000,065;1613940,742
2022-02-17 00:00:00,000;4838714,275;3224740,722;1613973,553
2022-02-18 00:00:00,000;5246955,603;3560713,169;1686242,434
2022-02-19 00:00:00,000;4697119,609;2920102,23;1777017,379
2022-02-20 00:00:00,000;4783579,477;3066605,344;1716974,133
2022-02-21 00:00:00,000;4647339,456;2821948,384;1825391,072
2022-02-22 00:00:00,000;4735854,362;2975797,062;1760057,3
2022-02-23 00:00:00,000;5119456,648;3448350,595;1671106,053
2022-02-24 00:00:00,000;4734390,924;3023161,277;1711229,647
2022-02-25 00:00:00,000;4824734,254;3041559,209;1783175,045
2022-02-26 00:00:00,000;5135595,112;3344327,415;1791267,697
2022-02-27 00:00:00,000;4098651,871;2256235,915;1842415,956
2022-02-28 00:00:00,000;5220081,948;3238657,711;1981424,237
2022-03-01 00:00:00,000;5499092,889;3484390,936;2014701,953
2022-03-02 00:00:00,000;4371562,84;2393869,156;1977693,684
2022-03-03 00:00:00,000;5482456,428;3281490,227;2200966,201
2022-03-04 00:00:00,000;5556815,615;3486178,607;2070637,008
2022-03-05 00:00:00,000;5179693,836;3234428,418;1945265,418
2022-03-06 00:00:00,000;5622168,025;3532208,643;2089959,382
2022-03-07 00:00:00,000;5303728,802;3390126,529;1913602,273
2022-03-08 00:00:00,000;4984878,37;3190849,725;1794028,645
2022-03-09 00:00:00,000;5061391,273;3359118,792;1702272,481
2022-03-10 00:00:00,000;4470389,36;2825406,171;1644983,189
2022-03-11 00:00:00,000;4926094,23;3152837,272;1773256,958
2022-03-12 00:00:00,000;4725620,089;3114409,989;1611210,1
2022-03-13 00:00:00,000;4431536,801;2862778,393;1568758,408
2022-03-14 00:00:00,000;4709197,961;3215387,951;1493810,01
2022-03-15 00:00:00,000;4462904,807;3032766,356;1430138,451
2022-03-16 00:00:00,000;3194611,861;1902056,579;1292555,282
2022-03-17 00:00:00,000;4421537,672;3049029,847;1372507,825
2022-03-18 00:00:00,000;4439163,919;3159447,578;1279716,341
2022-03-19 00:00:00,000;4171722,826;2831992,588;1339730,238
2022-03-20 00:00:00,000;4053427,813;2683367,037;1370060,776
2022-03-21 00:00:00,000;4372076,932;2995216,869;1376860,063
2022-03-22 00:00:00,000;4186530,433;2940791,454;1245738,979
2022-03-23 00:00:00,000;4221503,719;3068060,689;1153443,03
2022-03-24 00:00:00,000;4042919,549;2889547,442;1153372,107
2022-03-25 00:00:00,000;3961372,567;2910351,986;1051020,581
2022-03-26 00:00:00,000;3560097,952;2527008,969;1033088,983
2022-03-27 00:00:00,000;3664692,267;2651337,522;1013354,745
2022-03-28 00:00:00,000;3589369,522;2601110,251;988259,271
2022-03-29 00:00:00,000;3968550,896;2873218,736;1095332,16
2022-03-30 00:00:00,000;4399160,412;3007414,148;1391746,264
2022-03-31 00:00:00,000;4395079,8;3061968,26;1333111,54
2022-04-01 00:00:00,000;4376232,438;2721109,371;1655123,067
2022-04-02 00:00:00,000;4799343,709;2992668,815;1806674,894
2022-04-03 00:00:00,000;4890221,302;3166738,142;1723483,16
2022-04-04 00:00:00,000;4852814,76;3045357,146;1807457,614
2022-04-05 00:00:00,000;4528000,223;3017628,966;1510371,257
2022-04-06 00:00:00,000;4165048,162;2854547,853;1310500,309
2022-04-07 00:00:00,000;3840949,436;2599649,024;1241300,412
2022-04-08 00:00:00,000;4387065,529;3008441,182;1378624,347
2022-04-09 00:00:00,000;4092345,116;2697600,795;1394744,321
2022-04-10 00:00:00,000;4266952,721;2785245,239;1481707,482
2022-04-11 00:00:00,000;4077925,064;2805833,249;1272091,815
2022-04-12 00:00:00,000;3640726,076;2612412,174;1028313,902
2022-04-13 00:00:00,000;3424421,675;2620728,776;803692,899
2022-04-14 00:00:00,000;3197342,198;2334402,843;862939,355
2022-04-15 00:00:00,000;3758305,265;2646335,21;1111970,055
2022-04-16 00:00:00,000;3361098,35;2290852,745;1070245,605
2022-04-17 00:00:00,000;2215964,505;1223960,975;992003,53
2022-04-18 00:00:00,000;2655737,3;1759149,957;896587,343
2022-04-19 00:00:00,000;3619808,015;2710873,415;908934,6
2022-04-20 00:00:00,000;3683137,371;2753004,776;930132,595
2022-04-21 00:00:00,000;3566714,058;2558771,732;1007942,326
2022-04-22 00:00:00,000;3560322,013;2608004,581;952317,432
2022-04-23 00:00:00,000;3435918,178;2662957,694;772960,484
2022-04-24 00:00:00,000;3180913,125;2361061,221;819851,904
2022-04-25 00:00:00,000;3450991,789;2572451,84;878539,949
2022-04-26 00:00:00,000;3246219,128;2520287,947;725931,181
2022-04-27 00:00:00,000;2869034,769;2176615,395;692419,374
2022-04-28 00:00:00,000;3043779,825;2359941,472;683838,353
2022-04-29 00:00:00,000;3072277,584;2487774,588;584502,996
2022-04-30 00:00:00,000;2863848,935;2286862,132;576986,803
2022-05-01 00:00:00,000;1685444,353;996212,464;689231,889
